"text","label","notes"
"Bones and All is Guadagnino's best film and it will be recognized as such once people stop being distracted by the cannibalism. It is a genuine American road movie and a precise portrait of marginalization, desire, and the violence of living outside social structures. Call Me by Your Name is beautiful but thin. This is the real thing.","hot_take",""
"The ending of The Sopranos is the greatest piece of direction in television history and anyone who found it unsatisfying misunderstood the show they had been watching for eight years. The cut to black is not a refusal — it is the show's thesis rendered in one editorial choice.","hot_take",""
"Michael Haneke is a great filmmaker who doesn't trust his audience enough. Every film he makes is designed to make you feel implicated and then makes sure you know you should feel implicated. The effect is the opposite of his intention: the more he lectures, the less implicated I feel. Cache is the exception because the accusation arrives indirectly.","hot_take",""
"The greatest performance in cinema history is Falconetti in The Passion of Joan of Arc. No one before or after has done what she does in that film. Day-Lewis is the greatest actor of the sound era but Falconetti in one silent film outperforms every other performance ever committed to celluloid.","hot_take",""
"Bong Joon-ho is a more important filmmaker than Park Chan-wook. Park makes better individual films. Bong has a more coherent and more politically urgent body of work. The comparison is interesting because they represent two different ideas of what Korean cinema can be and Bong's idea is more necessary right now.","hot_take",""
"The New Hollywood era (1967–1976) is the only era in American film history that produced genuinely great cinema at an industrial scale. The studio system before it and the blockbuster system after it are both hostile to ambiguity, and American cinema without ambiguity is not serious cinema.","hot_take",""
"Annihilation is the best science fiction film of the 21st century. It is the only sci-fi film since 2001 that takes seriously the idea that contact with the genuinely alien would be incomprehensible rather than translatable. Arrival is about communication; Annihilation is about transformation. Transformation is the more interesting idea.","hot_take",""
"Just finished Jeanne Dielman for the first time. I have been sitting here for thirty minutes unable to do anything. I don't know how to describe what happened to me during that film. I feel like something has been rearranged.","reaction",""
"Watched Mulholland Drive last night. I have no idea what I just experienced. My brain is completely scrambled in the best possible way. I keep thinking about the blue box. I keep thinking about the diner. What is this film.","reaction",""
"Finally saw Come and See. I knew it had a reputation but I was not prepared. I am not okay. That is not a complaint. That is the only honest response I have.","reaction",""
"Watched Yi Yi for the first time last week and I haven't stopped thinking about it. Something about that film is in my head like a song I can't identify. The last scene made me cry and I'm still not entirely sure why.","reaction",""
"I saw Beau Travail at a rep screening last night and the final shot completely destroyed me. I stood outside the theater for ten minutes. I could not speak. The person I went with had the same reaction and we just stood there together.","reaction",""
"First time watching Certified Copy. I need to lie down. I need to call my parents. I need to reevaluate every relationship I've ever been in. How is this film not talked about constantly. How is this not on every list.","reaction",""
"Just rewatched The Seventh Seal for the first time since college. It hit completely differently at 35. I was a mess. The chess game on the beach is one of the most beautiful things I have ever seen.","reaction",""
"Watched Paddington 2 as a joke to watch with my family and I ugly cried in the last twenty minutes. I am a grown adult who cried at Paddington 2 and I have no shame about it. The film is made entirely of love.","reaction",""
"Finally watched Scenes from a Marriage (the original six-hour version). My relationship is fine, I think. But I have been looking at my partner differently for three days and not in a bad way. More honestly, maybe. It's unsettling.","reaction",""
"Watched Grave of the Fireflies alone. I did not adequately prepare myself. I am 34 years old and I sobbed like a child and then sat on my couch unable to get up for an hour. I knew the reputation. I was not prepared.","reaction",""
"Just got back from my first theatrical screening of 2001 in 70mm. I have seen this film ten times and it was like seeing it for the first time. I cried during the Star Child sequence and I cannot tell you why. The image was doing something to me.","reaction",""
"Watched Aftersun last night. I thought I was following a gentle, sad film about a summer holiday. Then the last ten minutes happened and I felt the bottom drop out. I've been thinking about my own parents differently all day.","reaction",""
"First watch of The Mirror by Tarkovsky. I don't understand what I watched. I don't mean I didn't follow it — I mean the film seems to operate below the level of understanding and I responded to it there. Strange experience. I want to watch it again immediately.","reaction",""
"Watched Perfect Blue for the first time last night. I finished it and then just lay in the dark for a while. It does something to your sense of identity that I can only describe as disturbing in the best possible sense.","reaction",""
"Just finished A Separation and I haven't felt this wrung out by a film since I first saw Caché. The ending hit me physically. I was not expecting it to end that way. I need to sit with it.","reaction",""
"Watched The Sacrifice (Tarkovsky) alone on a Saturday night and spent Sunday in a fog. The burning house sequence is one of the most overwhelming things I have ever experienced in cinema. I mean this literally — I felt overwhelmed.","reaction",""
"Finally watched Moonlight. I'm 28 years old and I've never seen my own experience on screen before. I watched it alone and I cried for the last forty minutes. I don't know what else to say. It's a real film.","reaction",""
"Just saw The Zone of Interest at a rep screening. I didn't know how to feel during the film — nothing happens, in a way — and then I walked outside and it landed all at once. I stood in a parking lot for a long time.","reaction",""
"Watched Pather Panchali for the first time. Something about that film is so tender and so honest about poverty and childhood that I kept having to pause it. Not because I was overwhelmed but because I wanted to stay in each scene longer.","reaction",""
"First watch of The Tree of Life. I went in skeptical — I've bounced off Malick before — and I cried three times. I don't fully know why. The film is doing something below the level of narrative and my body responded to it before my brain did.","reaction",""
"Rewatched In the Mood for Love for the first time in five years, after a breakup. I don't recommend this. It is not a film to watch after a breakup. Or maybe it is exactly the film to watch after a breakup. I'm still not sure which.","reaction",""
"Just watched Sátántangó over three days. The experience of watching a seven-hour film in a village caught in circular time over multiple days is something I cannot fully articulate. The pacing got into my body. I was moving more slowly by day three.","reaction",""
"Watched The Florida Project last night. The ending came out of nowhere and I was not ready. I've been thinking about it all morning. The film is about joy and it ended and I felt bereaved.","reaction",""
"First time watching Vera Drake. It's a Mike Leigh film so I knew it would hurt. I was not prepared for how much. I had to pause it twice. Imelda Staunton is doing something I don't have words for.","reaction",""
"Saw Past Lives in theaters. I didn't cry during it — I was too tense — and then I got to my car and just sat there for a while. The film is quiet and it does its damage quietly.","reaction",""
"Watched Boyhood for the first time since it came out. Something about watching it at 30 instead of 22 completely changed the experience. I watched as Mason and I watched as his parents. Both were devastating in different ways.","reaction",""
"Just rewatched Yi Yi with my father visiting. He watched in silence. At the end he said 'this is a very wise film.' We sat quietly for a while. We don't usually sit quietly together. Something shifted.","reaction",""
"First watch of Portrait of a Lady on Fire. I've been a film person for twenty years and I still find films that make me feel like I've never watched a film before. This was one of them.","reaction",""
"Watched Umberto D for the first time. I grew up with a dog and I have not fully recovered. The film is not about the dog, I understand that intellectually. Emotionally the dog is the whole film and the whole film destroyed me.","reaction",""
"Saw Vortex (Gaspar Noé) alone and should not have watched it alone. It's a film about old age and dying at home and I sat with it for a long time after. I kept thinking about my grandparents. I think that was the point.","reaction",""
"First watch of Harakiri (1962). One of the angriest films I have ever seen and the anger is completely controlled and it hit like a wall. I felt genuinely furious by the end in a way I can't remember feeling watching any other film.","reaction",""
"Watched The Son (Dardenne brothers) last night. I spent the whole film tense in a way I couldn't explain and then the ending came and I realized I had been holding my breath metaphorically for 103 minutes. That sustained dread is something.","reaction",""
"Just finished watching Grave of the Fireflies for the second time. The first time I was 19 and I thought it was sad. Now I'm 31 with a kid and it's something else entirely. A different film. Same film.","reaction",""
"Watched Fire Walk With Me for the first time after finishing Twin Peaks. I was not emotionally prepared. The film is so raw compared to the show. It hurt in a specific way. I had to take a walk after.","reaction",""
"Saw The Wailing alone at midnight and could not sleep. I don't mean that as a compliment or a complaint. It is just the honest record of what happened. The film got inside me and I lay awake with it.","reaction",""
"Watched Dancer in the Dark years ago and vowed never again. Rewatched it last week. Same vow. Same devastation. The film has a specific cruelty that is inseparable from its beauty and I genuinely don't know if I admire it or resent it.","reaction",""
"Just finished watching Cache (Haneke). The film left me with a feeling I can only describe as guilty and I don't know specifically what I'm guilty of. I think that's what it was going for. It worked.","reaction",""
"First watch of Werckmeister Harmonies. I don't know what this film is. I know I've never seen anything like it. I know the whale sequence will stay with me for a very long time. I know I need to watch it again.","reaction",""
"Watched Still Walking (Kore-eda) with my family over the holidays. My mom started crying during the dinner scene and couldn't say exactly why. I couldn't either. We talked for two hours after. This film is something.","reaction",""
"Saw Aftersun again, second time, knowing what was coming. The first watch the ending was a shock. The second watch the ending was in every frame from the beginning and that was somehow worse. A different film the second time.","reaction",""
"First watch of Certified Copy. I kept waiting to understand what I was watching and then around the one-hour mark I stopped waiting and just let the film happen to me and something shifted. I don't know how to explain what it did to my sense of what a film can be.","reaction",""
"Just finished the original Scenes from a Marriage miniseries. Six hours. I watched it over three nights. By the end I felt like I had lived through something rather than watched something. That's a very specific feeling I don't get from films often.","reaction",""
"Watched Paprika for the first time after seeing Inception. I now have strong opinions about Inception that I didn't have before. I'm not ready to articulate them. I need more time.","reaction",""
"Rewatched In the Mood for Love. Still the most beautiful film I have ever seen. Still makes me feel a particular specific sadness that I don't have a name for but that I recognize when the film produces it.","reaction",""
"First watch of Vengeance is Mine (Imamura). One of the flattest, most unsentimental films I've seen about violence and I found it devastating because of the flatness, not despite it. Something about withholding emotional guidance hit harder than guidance would have.","reaction",""
"Watched Marriage Story during my own divorce. I know. I know. It was a bad decision. It was exactly the right decision. I cried through most of it and felt less alone through all of it. The film understood.","reaction",""
"Just saw Parasite for the third time and it's a different film every time. The first time as a thriller. The second time knowing the ending and watching the inevitability. Third time as pure formal admiration. It rewards every mode.","reaction",""
"Watched The Humans (2021) with my family. My family is nothing like that family and also exactly like that family in a way I couldn't articulate during the film but can now, alone, after. It sat with me for days.","reaction",""
"First watch of News from Home (Chantal Akerman). I was prepared for Jeanne Dielman but not for this. The letters from her mother over footage of 1970s New York City streets hit me in a way I can't explain. I thought about my own mother for two days.","reaction",""
"Watched Close (Lukas Dhont) at a rep cinema with a friend. We walked home quietly for fifteen minutes before either of us could speak. Then we spoke for two hours. The film earned that silence and that conversation.","reaction",""
"Just rewatched 4 Months, 3 Weeks and 2 Days knowing the ending. The dread is different when you know. The film becomes about inevitability. I don't know which experience is harder. First watch the shock. Second watch the weight of knowing. Both were difficult.","reaction",""
"The reason the Dardenne brothers shoot their social realist dramas without music is not austerity for its own sake — it is a formal argument about causality. Music in conventional cinema tells the viewer how to feel about what they're seeing; it interpolates emotional guidance between image and response. Without it, the viewer is forced to generate their own moral response to the events onscreen. The Dardennes are making ethics, not cinema about ethics.","analysis",""
"The cinematography in Parasite uses two distinct lighting styles — the Parks' house is always naturally lit, with light entering from the garden as if the house produces it; the Kim household is always lit from below or artificially, with light struggling in from street-level windows. Lubezki's grammar literally makes one family appear to live in sunlight and the other in shadow without any moment where this is stated.","analysis",""
"Agnès Varda's Vagabond (Sans toit ni loi) uses a structural device that is formally ruthless: we know from the opening sequence that Mona is dead. Every subsequent interview and scene is not investigation but accumulation of partial truths. Varda refuses to organize these accounts into a coherent portrait; they contradict each other. The film's argument is that a life lived outside social structures is also outside the capacity of social narrative to contain.","analysis",""
"Kubrick's The Shining is a masterpiece and Stephen King is wrong about it. King understands what he wrote but Kubrick understood what horror films can do that novels cannot. The novel explains Jack's psychology in a way that makes him sympathetic. The film refuses explanation in a way that makes the house the monster. The film is better.","hot_take",""
"A.I. Artificial Intelligence is Spielberg's best film and it is not discussed nearly enough. The ending is not saccharine if you understand that the final sequence is David's dream — the film ends with a machine finally experiencing something human, which is the only thing it ever wanted. People who found it sentimental missed the point.","hot_take",""
"Kieslowski is the most underrated director in the canon. He made twelve films that belong in the conversation with the greatest films ever made and he is treated as a slightly obscure European director rather than the peer of Bergman and Tarkovsky that he clearly was. The Dekalog alone should make this case.","hot_take",""
"The discourse around 'elevated horror' is condescending and wrong. It implies that horror films which deal with serious themes have transcended the genre rather than achieved what the genre has always been capable of. The Babadook, Hereditary, and The Witch are great horror films, not films that are too good to be horror.","hot_take",""
"Alfonso Cuarón's Children of Men is the greatest film made in the 21st century and I will not hear arguments for Mulholland Drive, In the Mood for Love, or Spirited Away. Those are great films. Children of Men contains the entire political and emotional condition of the 21st century in 109 minutes. It is a historical document and a masterpiece simultaneously.","hot_take",""
"The career of Agnes Varda makes the auteur theory look both essential and insufficient. She invented the French New Wave, made films for fifty years, and was treated as a footnote to a movement dominated by men who cited her as an influence. The theory privileges directors but not all directors equally. Varda's relative obscurity is a failure of the critical establishment, not of the work.","hot_take",""
"Andrei Zvyagintsev is the greatest filmmaker working today and Leviathan is the most politically urgent film made this decade. The film does more for understanding Russian authoritarianism than any journalism I have read. Elena and Loveless are great. Leviathan is the one.","hot_take",""
"The greatest film score ever written is Ennio Morricone's work for Once Upon a Time in the West and I will die on this hill. Not Herrmann for Vertigo. Not Rota for The Godfather. Morricone understood that the score should not accompany the image — it should mourn it. Every note in that film is grief dressed as beauty.","hot_take",""
"Pixar's best film is not Toy Story or Up or Inside Out. It is The Incredibles and it has not been equaled in the studio's history. Brad Bird made a film that works completely as action cinema, as family drama, and as social satire and the three registers never interfere with each other. It is a formally perfect film.","hot_take",""
"I'll defend Interstellar's third act every time. The tesseract sequence is the only Hollywood blockbuster attempt to dramatize non-linear time from inside subjective experience rather than from narrative convenience. It fails on its own terms but it fails interestingly and bravely and I respect the failure more than I respect the safe success of most blockbusters released that year.","hot_take",""
"The most important film of the 2010s is Beasts of the Southern Wild and it is almost never discussed. It is a film about poverty, ecological disaster, childhood, and the refusal of assimilation made with almost no resources and more formal imagination than anything made with a hundred times the budget in that decade.","hot_take",""
"Hong Sang-soo is the most interesting director working today and the film community is sleeping on him because his films look modest. The modesty is the method. He makes films about conversation and repetition and self-deception with almost no resources and each one reveals something exact about human behavior. Right Now Wrong Then alone would secure a lesser director's legacy.","hot_take",""
"The reason La Règle du jeu (Rules of the Game) is the greatest film ever made — not second, not third, first — is that Renoir achieved formal and moral complexity simultaneously in a film that was hated on release, banned, and then recognized as the definitive portrait of a civilization about to destroy itself. No other film has done all of those things at once.","hot_take",""
"Just watched Aftersun for the first time not knowing anything about it going in. The last fifteen minutes of that film. I don't know what to do with what just happened to me. I've been walking around my apartment for an hour.","reaction",""
"Watched The Witch with my partner last night. We watched in complete silence and when it ended we both just sat there. We tried to talk about it and couldn't really. We went to bed and I lay awake thinking about it. What a film.","reaction",""
"First watch of A Brighter Summer Day (Edward Yang, four-hour version). I had been putting it off for years because of the length. I watched it on a Sunday and by the end I felt like I had lived inside another world for an afternoon. The ending came and I was not ready for it. I was not ready at all.","reaction",""
"Watched After Life (Kore-eda, 1998) alone on a Tuesday and wept quietly for the last twenty minutes. The film asks what memory you would choose to take with you and I spent the rest of the night trying to answer it for myself and couldn't.","reaction",""
"Just finished watching Hiroshima Mon Amour for the first time. I don't fully understand what I watched. I understand I was watching something happening at a level I haven't encountered before. I need to sit with it for a while before I have anything to say.","reaction",""
"Watched Memoria (Apichatpong Weerasethakul) at a theater with no talking on the way home. My partner and I walked for thirty minutes in complete comfortable silence. Some films make silence feel like the right language.","reaction",""
"First watch of Chungking Express. I've been in a slump, filmwise, and then this film just opened something up. It's so alive. Something in it made me happy in a way films haven't made me happy in a while. I keep thinking about the pineapple cans and what that means and how much it doesn't matter that I don't know.","reaction",""
"Rewatched Boyhood with my younger sister who's now the age I was when it came out. She watched it differently than I did at her age. I watched it differently at my age now. We talked about it for three hours. The film keeps being a new film.","reaction",""
"Just watched Uncle Boonmee Who Can Recall His Past Lives alone at midnight. I don't know how to process it. It felt like a dream I was having about someone else's memory. I wasn't scared. I wasn't confused exactly. I was somewhere else for ninety minutes and then I came back.","reaction",""
"Watched Burning (Lee Chang-dong) and have been unsettled ever since. Not scared — unsettled. The film leaves something unresolved that you can feel in your chest for days. I've recommended it to three people and warned all of them.","reaction",""
"First time watching Brief Encounter. I expected something dated and instead I watched one of the saddest films I have ever seen. The restraint of it. The ending. I sat with it for a long time. Some things don't date. Real feeling doesn't date.","reaction",""
"Watched 45 Years alone and immediately texted my partner to tell them I loved them. The film is quiet and then the ending arrives and it's enormous. Charlotte Rampling does something in the final shot that I am still thinking about three days later.","reaction",""
"First watch of Horse Money (Pedro Costa). I don't know how to describe what this film did. I wasn't entertained. I wasn't bored. I was in the presence of something I didn't have language for and I found the experience of not having language strangely moving.","reaction",""
"Watched The Rider (Chloé Zhao) and cried twice without expecting to. The film is so delicate and so honest about masculinity and loss and the specific kind of grief that comes from having to stop being who you thought you were. It found me in a specific place and it stayed there.","reaction",""
"Watched Shoah (the nine-hour Claude Lanzmann documentary) over four days. I don't have a response that feels adequate. The film refuses to be a film in the conventional sense — no archival footage, no reconstruction, only testimony and landscape. By the end I was watching it differently than I started. Something had shifted in how I was present to it.","reaction",""
